Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
41,No,TRAVEL_RARELY,529,RESEARCH & DEVELOPMENT,11.0,2.0,Life Sciences,1,1137,1.0,Female,51,2,2,Research Scientist,4.0,Single,9733.0,18837,1.0,Y,N,17,3,4,80,1,19.0,4,4.0,3,3,2,3
46,No,Travel_Rarely,562,Research & Development,7.0,3.0,Other,1,1219,3.0,Female,95,4,1,Laboratory Technician,1.0,Single,6986.0,4180,3.0,Y,No,11,3,3,80,1,23.0,6,3.0,0,0,0,0
40,Y,Travel_Rarely,1212,Research & Development,2.0,3.0,Other,1,603,2.0,Female,74,1,2,Research Scientist,3.0,MARRIED,8004.0,26998,5.0,Y,No,11,3,2,80,0,17.0,6,3.0,0,0,0,0
33,no,Travel_Frequently,1178,Research & Development,16.0,1.0,OTHER,1,406,4.0,Female,66,4,2,Manufacturing Director,4.0,Married,8809.0,17636,0.0,Y,Yes,11,3,3,80,0,,3,3.0,8,0,0,0
40,No,Travel_Rarely,626,RESEARCH & DEVELOPMENT,1.0,5.0,Technical Degree,1,563,3.0,Male,60,1,2,Laboratory Technician,2.0,Divorced,9091.0,7225,1.0,Y,Yes,12,3,2,80,0,15.0,6,3.0,7,7,4,0
24,N,Travel_Rarely,149,Sales,13.0,1.0,Technical Degree,1,1422,,Female,86,1,2,Manager,2.0,Married,7573.0,12125,4.0,Y,No,11,3,3,80,1,0.0,6,3.0,0,0,0,0
29,Yes,Travel_Frequently,1025,Research & Development,5.0,4.0,OTHER,1,1260,1.0,Male,96,1,2,Healthcare Representative,3.0,Single,10635.0,24675,0.0,Y,Yes,11,3,3,80,1,6.0,2,4.0,1,1,0,1
38,No,Travel_Rarely,428,Sales,23.0,2.0,MARKETING,1,1025,2.0,Female,98,3,2,Sales Representative,4.0,Married,10438.0,17995,3.0,Y,No,12,3,3,80,2,16.0,1,2.0,1,1,1,1
32,No,Travel_Rarely,244,Human Resources,2.0,2.0,Other,1,991,2.0,Male,85,2,2,Manager,1.0,MARRIED,10293.0,18061,,Y,No,15,3,4,80,0,7.0,0,3.0,5,1,5,4
28,No,TRAVEL_FREQUENTLY,1158,Sales,17.0,4.0,Marketing,1,871,4.0,Male,58,3,2,SALES REPRESENTATIVE,3.0,Single,8794.0,3086,1.0,Y,No,13,3,1,80,1,3.0,5,2.0,3,3,0,2
40,No,Travel_Rarely,1223,Research & Development,2.0,3.0,Other,1,1220,1.0,Female,48,1,2,Laboratory Technician,2.0,Married,8892.0,25629,1.0,Y,No,11,3,2,80,2,,6,3.0,2,2,0,0
33,No,Non-Travel,639,Research & Development,1.0,2.0,Other,1,721,3.0,Male,49,2,2,Healthcare Representative,2.0,Divorced,10399.0,23551,4.0,Y,No,18,3,3,80,3,12.0,5,2.0,3,0,1,2
39,Yes,  Travel_Rarely  ,498,Sales,26.0,4.0,Life Sciences,1,105,1.0,Male,41,4,1,Sales Representative,1.0,Divorced,8512.0,22961,1.0,Y,No,11,3,4,80,0,18.0,0,4.0,1,1,1,0
54,No,Travel_Rarely,808,Research & Development,29.0,2.0,Other,1,223,1.0,Male,34,4,1,Manager,3.0,DIVORCED,7145.0,2345,1.0,Y,No,16,3,2,80,3,25.0,1,3.0,2,1,2,2
32,No,Travel_Rarely,1442,Sales,5.0,2.0,Other,1,387,4.0,Female,75,1,4,Sales Executive,4.0,MARRIED,10887.0,9244,3.0,Y,no,13,4,2,80,1,12.0,4,4.0,10,0,0,2
30,No,Travel_Rarely,540,RESEARCH & DEVELOPMENT,7.0,3.0,other,1,592,2.0,Male,45,3,2,Healthcare Representative,4.0,Single,12939.0,15299,3.0,Y,No,14,3,3,80,0,3.0,6,2.0,3,0,3,0
41,No,Travel_Rarely,1282,SALES,29.0,1.0,Other,1,802,3.0,Male,49,4,2,Sales Executive,3.0,Married,9918.0,10339,2.0,Y,No,13,3,1,80,1,16.0,2,3.0,1,1,1,1
28,No,Travel_Rarely,641,Sales,20.0,2.0,Other,1,715,1.0,Male,41,3,2,Sales Representative,4.0,single,8796.0,21717,2.0,Y,No,16,3,2,80,3,4.0,5,4.0,4,2,0,4
31,No,Non-Travel,483,Research & Development,8.0,4.0,Technical Degree,1,87,4.0,Male,89,3,2,Manager,2.0,Married,7428.0,4699,0.0,Y,0,11,3,3,80,2,11.0,5,3.0,6,2,3,1
32,No,TRAVEL_FREQUENTLY,1082,Sales,1.0,3.0,MARKETING,1,1099,1.0,Male,64,1,1,Sales Executive,3.0,Married,8100.0,9074,1.0,Y,No,11,3,2,80,2,12.0,3,3.0,2,0,1,2
22,Yes,Travel_Rarely,1123,Research & Development,1.0,2.0,Technical Degree,1,1281,2.0,Male,35,4,1,MANAGER,1.0,Divorced,7668.0,21530,7.0,Y,Yes,15,3,1,80,2,0.0,6,3.0,0,0,0,0
30,No,Non-Travel,1133,sales,1.0,2.0,Technical Degree,1,261,2.0,Female,92,2,2,Sales Executive,1.0,  Married  ,7671.0,7773,0.0,Y,no,13,3,3,80,0,10.0,0,2.0,3,1,1,3
53,No,Travel_Rarely,132,Research & Development,,2.0,OTHER,1,1094,4.0,Female,75,2,3,Manager,2.0,Divorced,9322.0,25400,0.0,Y,No,11,4,1,80,0,,5,3.0,6,2,1,0
22,N,Travel_Frequently,1099,research & development,1.0,2.0,Technical Degree,1,959,2.0,Female,62,1,1,Research Director,3.0,  Married  ,5054.0,23869,4.0,Y,No,11,3,2,80,1,0.0,5,2.0,0,0,0,0
27,No,Travel_Frequently,794,research & development,5.0,,other,1,1182,4.0,Male,95,1,1,Manager,3.0,married,7406.0,15439,2.0,Y,No,19,4,3,80,0,8.0,1,4.0,0,0,0,0
47,No,Travel_Rarely,276,RESEARCH & DEVELOPMENT,7.0,2.0,LIFE SCIENCES,1,554,2.0,Male,70,1,1,Research Director,4.0,MARRIED,7130.0,21542,2.0,Y,No,13,3,4,80,1,26.0,1,3.0,0,0,0,0
37,Yes,Travel_Rarely,1148,Sales,11.0,4.0,Life Sciences,1,498,2.0,Male,30,3,3,Sales Executive,3.0,Married,11335.0,10561,2.0,Y,No,20,3,2,80,0,11.0,4,,8,6,0,1
42,No,Travel_Rarely,994,Research & Development,8.0,2.0,  Life Sciences  ,1,758,1.0,Female,57,4,2,MANAGER,4.0,Married,7292.0,20314,2.0,Y,No,11,3,1,80,2,21.0,2,4.0,3,3,3,3
35,Yes,Travel_Rarely,1155,Sales,10.0,3.0,Technical Degree,1,1396,4.0,Male,49,2,4,Sales Representative,2.0,  Married  ,13516.0,14235,3.0,Y,No,13,3,2,80,1,10.0,0,3.0,10,0,1,2
32,No,Travel_Rarely,559,Research & Development,1.0,3.0,Other,1,1253,3.0,Male,48,4,4,Healthcare Representative,2.0,Married,,17752,4.0,Y,No,17,3,1,80,2,10.0,1,3.0,10,1,0,6
40,Yes,TRAVEL_RARELY,923,HUMAN RESOURCES,25.0,3.0,Life Sciences,1,17,1.0,Female,72,4,2,Manager,1.0,Married,6015.0,25732,3.0,Y,Yes,11,3,2,80,1,13.0,4,3.0,1,1,1,0
27,no,Travel_Rarely,222,Research & Development,2.0,2.0,life sciences,1,657,4.0,Female,72,2,1,Healthcare Representative,4.0,Divorced,8432.0,25695,3.0,Y,No,14,3,4,80,1,4.0,2,3.0,3,3,1,0
30,Yes,Travel_Rarely,1198,Sales,4.0,3.0,Technical Degree,1,1465,1.0,Female,84,2,3,Sales Executive,1.0,married,9238.0,5739,5.0,Y,Yes,12,3,1,80,2,10.0,6,3.0,6,0,3,6
53,No,Travel_Rarely,276,Research & Development,1.0,2.0,Other,1,1389,2.0,Male,93,1,5,healthcare representative,2.0,Divorced,14208.0,7700,3.0,Y,No,13,3,4,80,0,32.0,1,2.0,22,5,1,1
60,Yes,Travel_Rarely,916,Research & Development,18.0,4.0,Life Sciences,1,972,2.0,Male,64,2,1,RESEARCH DIRECTOR,2.0,married,10889.0,7324,3.0,Y,Yes,11,3,4,80,1,38.0,5,3.0,0,0,0,0
35,no,Travel_Rarely,1486,Research & Development,1.0,1.0,technical degree,1,6,2.0,Female,95,4,3,Laboratory Technician,3.0,Divorced,11638.0,25825,1.0,Y,No,14,3,2,80,0,12.0,1,3.0,12,0,0,4
25,No,Travel_Rarely,202,Research & Development,13.0,2.0,Medical,1,736,4.0,Male,72,4,2,Research Director,3.0,Married,11321.0,23944,3.0,Y,No,11,3,2,80,1,9.0,6,4.0,7,7,0,0
23,No,Travel_Frequently,463,Research & Development,1.0,1.0,Medical,1,462,2.0,Male,71,1,3,Research Scientist,3.0,Divorced,10784.0,12086,2.0,Y,No,11,3,2,80,1,6.0,5,1.0,5,5,2,1
40,No,TRAVEL_RARELY,1347,Sales,5.0,2.0,Other,1,1226,4.0,Male,47,3,1,Sales Executive,1.0,Married,5314.0,20155,,Y,No,13,3,3,80,0,15.0,0,2.0,4,0,4,2
40,No,Travel_Frequently,242,Research & Development,7.0,4.0,life sciences,1,1194,,Male,95,2,1,Manufacturing Director,2.0,Married,9120.0,8913,2.0,Y,No,13,3,1,80,3,19.0,6,1.0,2,0,0,1
28,No,travel_rarely,148,Research & Development,5.0,2.0,TECHNICAL DEGREE,1,1158,3.0,Female,65,2,1,  Healthcare Representative  ,,Single,11482.0,7995,5.0,Y,No,12,3,3,80,0,8.0,0,3.0,3,3,3,3
33,Yes,non-travel,953,Research & Development,1.0,2.0,  Life Sciences  ,1,1462,4.0,Male,92,1,2,Healthcare Representative,2.0,  Married  ,11020.0,4063,3.0,Y,No,17,3,4,80,2,,5,3.0,1,1,1,0
27,No,Travel_Rarely,414,Sales,11.0,1.0,Marketing,1,577,3.0,Female,96,4,1,Sales Executive,3.0,Single,6556.0,8135,0.0,Y,No,14,3,2,80,1,2.0,4,2.0,2,2,1,2
47,No,Non-Travel,1365,Research & Development,2.0,2.0,Technical Degree,1,316,4.0,Male,80,1,1,Manager,2.0,Married,,21146,,Y,No,11,3,3,80,2,25.0,1,2.0,4,4,1,0
41,no,Travel_Frequently,946,Research & Development,8.0,4.0,Life Sciences,1,593,1.0,Male,46,2,3,Laboratory Technician,3.0,Divorced,10446.0,13797,9.0,Y,Yes,19,3,4,80,1,23.0,3,3.0,5,0,3,0
25,N,Travel_Rarely,429,Research & Development,3.0,2.0,medical,1,538,4.0,Male,46,1,1,Manufacturing Director,3.0,Single,8131.0,23502,1.0,Y,No,14,3,2,80,0,2.0,2,3.0,2,0,0,1
49,No,Travel_Rarely,464,Research & Development,10.0,1.0,Medical,1,366,2.0,Male,69,4,2,HEALTHCARE REPRESENTATIVE,1.0,SINGLE,8814.0,11044,6.0,Y,No,14,3,4,80,2,25.0,4,3.0,5,0,0,5
43,No,travel_rarely,1091,Research & Development,5.0,3.0,Medical,1,1455,3.0,Male,88,2,2,RESEARCH DIRECTOR,2.0,Married,7690.0,20257,4.0,Y,No,15,3,2,80,1,22.0,3,3.0,2,1,0,2
29,No,Non-Travel,1325,Research & Development,8.0,2.0,Technical Degree,1,729,2.0,Male,30,1,2,Research Director,4.0,Divorced,10594.0,24437,1.0,Y,No,22,3,4,80,0,6.0,1,2.0,1,0,1,1
36,No,Travel_Rarely,449,Research & Development,5.0,2.0,Other,1,1180,1.0,Female,96,1,2,Manager,4.0,Divorced,12423.0,17588,3.0,Y,No,12,3,4,80,1,9.0,2,3.0,9,0,0,3
39,No,  Travel_Rarely  ,876,Research & Development,1.0,2.0,Technical Degree,1,1435,1.0,Male,76,3,3,Healthcare Representative,4.0,single,11097.0,22228,5.0,Y,Yes,12,3,3,80,1,14.0,6,2.0,7,3,2,6
34,no,Travel_Frequently,1406,HUMAN RESOURCES,6.0,2.0,Other,1,152,4.0,Male,40,2,4,HR Business Partner,4.0,Divorced,12576.0,10944,0.0,Y,No,14,3,4,80,1,13.0,6,3.0,11,3,2,2
31,No,Travel_Frequently,968,Sales,3.0,1.0,Technical Degree,1,378,4.0,Male,37,2,2,Sales Executive,3.0,SINGLE,8792.0,14807,6.0,Y,No,18,4,3,80,0,10.0,4,4.0,5,1,4,0
34,no,Travel_Rarely,309,Research & Development,7.0,1.0,Technical Degree,1,477,2.0,Female,37,4,4,Manufacturing Director,4.0,Single,13108.0,25713,3.0,Y,No,11,3,2,80,0,17.0,1,2.0,12,1,0,0
48,No,Travel_Frequently,1398,Human Resources,3.0,3.0,Life Sciences,1,373,4.0,Male,36,1,2,HR Business Partner,4.0,married,7755.0,7458,3.0,Y,Yes,12,3,4,80,1,27.0,2,3.0,1,1,1,1
22,No,TRAVEL_FREQUENTLY,1181,Research & Development,13.0,2.0,Technical Degree,1,1425,1.0,,64,1,1,Healthcare Representative,1.0,Divorced,6648.0,19922,2.0,Y,no,15,3,3,80,2,1.0,6,3.0,0,0,0,0
47,Yes,Travel_Rarely,1171,Research & Development,2.0,2.0,Medical,1,572,1.0,Male,97,2,2,Laboratory Technician,3.0,Single,9524.0,22745,1.0,Y,Yes,14,3,4,80,0,20.0,0,3.0,1,1,0,1
18,N,Travel_Rarely,1149,Research & Development,1.0,2.0,Technical Degree,1,1215,4.0,,55,3,1,Manager,2.0,Single,4871.0,14914,2.0,Y,N,17,3,4,80,2,0.0,4,3.0,0,0,0,0
35,Yes,Travel_Rarely,1260,Research & Development,1.0,3.0,Life Sciences,1,1279,4.0,Female,39,1,3,Research Scientist,2.0,Married,13858.0,18758,2.0,Y,No,19,4,3,80,1,8.0,1,3.0,8,0,2,0
31,No,Travel_Frequently,1375,SALES,6.0,3.0,Life Sciences,1,1262,4.0,Male,94,3,2,MANAGER,2.0,Single,5997.0,4338,3.0,Y,No,12,3,4,80,0,9.0,2,2.0,9,6,0,9
42,no,Travel_Rarely,1420,Sales,4.0,2.0,Other,1,701,4.0,Female,37,1,2,sales executive,2.0,Single,9593.0,23624,1.0,Y,N,15,3,3,80,0,17.0,4,2.0,0,0,0,0
49,No,non-travel,189,Research & Development,2.0,2.0,Technical Degree,1,1155,1.0,Male,98,4,5,Research Scientist,2.0,Single,15711.0,3770,4.0,Y,No,15,3,3,80,2,24.0,6,2.0,23,0,0,3
45,No,Travel_Rarely,1399,Sales,2.0,1.0,Life Sciences,1,1205,2.0,Female,30,3,2,Sales Executive,4.0,married,8940.0,8245,2.0,Y,N,13,3,2,80,1,26.0,1,3.0,8,6,1,1
33,No,Travel_Rarely,709,Research & Development,18.0,1.0,Technical Degree,1,943,4.0,Male,57,1,2,Manufacturing Director,4.0,married,8162.0,21706,3.0,Y,0,15,3,4,80,0,,2,4.0,4,1,0,1
44,No,Travel_Rarely,357,Research & Development,5.0,3.0,Life Sciences,1,203,1.0,Female,95,1,2,Laboratory Technician,3.0,Divorced,11281.0,2167,3.0,Y,No,16,3,2,80,2,23.0,4,3.0,0,0,0,0
41,No,Travel_Rarely,1085,Research & Development,6.0,3.0,medical,1,80,1.0,Male,82,2,1,Research Scientist,2.0,Single,,13509,5.0,Y,No,11,4,3,80,0,18.0,5,3.0,3,3,1,3
29,No,Travel_Rarely,1405,Sales,17.0,3.0,life sciences,1,666,3.0,Male,43,1,1,Manager,4.0,Married,8024.0,8939,1.0,Y,N,22,3,1,80,1,4.0,0,3.0,4,4,2,4
48,No,Non-Travel,118,Research & Development,1.0,2.0,Life Sciences,1,353,3.0,Male,54,3,2,LABORATORY TECHNICIAN,4.0,Married,10567.0,19231,2.0,Y,No,14,3,3,80,0,26.0,4,2.0,0,0,0,0
24,no,Travel_Rarely,584,Research & Development,4.0,1.0,TECHNICAL DEGREE,1,906,3.0,Male,54,4,1,Healthcare Representative,4.0,Married,8413.0,23133,2.0,Y,Yes,14,3,3,80,0,1.0,1,3.0,0,0,0,0
34,No,Non-Travel,297,Human Resources,9.0,2.0,Other,1,57,1.0,Male,50,3,3,HR Business Partner,4.0,Married,9611.0,21256,0.0,Y,No,14,3,4,80,2,6.0,1,3.0,6,0,0,0
40,No,TRAVEL_FREQUENTLY,337,sales,4.0,3.0,Life Sciences,1,1420,3.0,Male,74,3,3,SALES REPRESENTATIVE,1.0,DIVORCED,12276.0,22400,2.0,Y,No,15,3,1,80,0,13.0,5,3.0,8,0,0,0
31,Yes,Travel_Rarely,702,  Sales  ,7.0,3.0,Life Sciences,1,427,4.0,Male,49,3,3,SALES EXECUTIVE,4.0,Married,8912.0,16876,1.0,Y,Yes,13,3,3,80,0,12.0,1,3.0,6,5,5,1
42,No,  Travel_Rarely  ,837,Sales,6.0,5.0,Technical Degree,1,1095,3.0,Male,76,3,2,SALES REPRESENTATIVE,3.0,Married,10118.0,4382,1.0,Y,No,16,3,2,80,1,20.0,3,2.0,2,2,0,0
36,yes,Travel_Frequently,1177,Research & Development,9.0,3.0,Medical,1,1082,2.0,Male,56,3,2,Research Scientist,4.0,married,9615.0,17534,3.0,Y,Yes,19,3,2,80,3,15.0,5,3.0,7,0,0,0
44,Yes,travel_rarely,1247,RESEARCH & DEVELOPMENT,2.0,2.0,Other,1,450,3.0,Female,50,3,3,LABORATORY TECHNICIAN,4.0,married,13495.0,15087,2.0,Y,Yes,16,3,2,80,1,18.0,0,2.0,7,2,0,0
31,Yes,Travel_Rarely,523,research & development,6.0,3.0,Other,1,1233,4.0,Female,60,3,2,Research Scientist,3.0,divorced,12803.0,2647,1.0,Y,Yes,20,3,3,80,1,8.0,5,2.0,5,0,0,5
25,no,Travel_Rarely,1455,Research & Development,1.0,1.0,technical degree,1,606,4.0,Female,79,2,2,Manager,3.0,Single,12091.0,26682,3.0,Y,No,17,3,3,80,0,6.0,4,2.0,4,4,0,1
48,No,Travel_Rarely,633,Sales,12.0,4.0,Other,1,648,1.0,Male,54,4,2,Sales Representative,2.0,single,8498.0,24124,2.0,Y,No,20,3,1,80,1,24.0,0,3.0,1,0,0,1
32,no,TRAVEL_RARELY,1494,Human Resources,11.0,2.0,Human Resources,1,929,4.0,Male,52,4,3,Human Resources,1.0,Married,9863.0,24460,2.0,Y,No,11,3,1,80,0,7.0,3,2.0,6,3,1,0
32,No,Travel_Rarely,445,RESEARCH & DEVELOPMENT,10.0,2.0,Technical Degree,1,536,1.0,Male,74,4,3,Laboratory Technician,3.0,divorced,13561.0,17025,3.0,Y,No,16,3,2,80,2,8.0,3,3.0,5,5,0,0
18,No,Travel_Rarely,1357,research & development,2.0,3.0,Life Sciences,1,1412,3.0,,30,3,1,Laboratory Technician,,  Married  ,8798.0,24278,3.0,Y,No,11,3,3,80,0,0.0,5,2.0,0,0,0,0
39,N,Travel_Rarely,481,Research & Development,11.0,4.0,Life Sciences,1,564,2.0,Female,40,1,1,Manufacturing Director,3.0,Divorced,9733.0,2147,5.0,Y,No,17,3,2,80,2,18.0,4,4.0,0,0,0,0
31,Yes,Travel_Rarely,1468,Sales,3.0,2.0,MARKETING,1,537,3.0,Male,69,1,2,Manager,4.0,Married,9713.0,11102,1.0,Y,Yes,12,3,1,80,2,4.0,1,3.0,4,1,1,1
45,No,Travel_Rarely,1199,RESEARCH & DEVELOPMENT,1.0,2.0,Medical,1,911,2.0,Female,88,2,3,Manufacturing Director,1.0,Married,11193.0,5082,1.0,Y,No,19,3,3,80,0,22.0,5,3.0,12,5,0,1
34,No,Travel_Rarely,392,Research & Development,1.0,4.0,Medical,1,1042,2.0,Male,30,3,3,MANUFACTURING DIRECTOR,4.0,Married,,21585,,Y,Yes,11,3,3,80,3,9.0,2,3.0,5,4,3,1
34,Yes,Travel_Rarely,543,Sales,5.0,3.0,  Marketing  ,1,995,1.0,Male,75,2,2,Manager,4.0,Married,8865.0,21891,3.0,Y,N,11,3,4,80,0,22.0,1,3.0,0,0,0,0
33,N,Non-Travel,1329,research & development,1.0,2.0,Medical,1,435,2.0,Female,72,4,2,Manufacturing Director,3.0,MARRIED,7215.0,26825,5.0,Y,No,16,3,4,80,0,6.0,0,4.0,3,3,2,3
34,No,travel_rarely,726,Human Resources,24.0,2.0,Other,1,1278,4.0,Male,44,1,1,Manager,3.0,Married,7484.0,17917,3.0,Y,No,14,3,4,80,0,12.0,1,3.0,1,1,1,1
38,No,Travel_Rarely,1326,  Research & Development  ,2.0,3.0,Other,1,213,3.0,Female,62,2,3,research scientist,1.0,Single,13480.0,11249,4.0,Y,Yes,13,3,4,80,0,14.0,2,2.0,9,6,0,3
47,yes,Travel_Frequently,1189,Sales,2.0,2.0,Other,1,611,3.0,Male,55,1,3,SALES EXECUTIVE,3.0,Single,11563.0,3928,2.0,Y,No,14,3,2,80,1,25.0,4,2.0,14,4,0,5
45,No,  Travel_Rarely  ,1069,Research & Development,3.0,1.0,Technical Degree,1,504,3.0,Male,58,1,2,Manager,1.0,MARRIED,13786.0,24707,3.0,Y,No,15,3,1,80,3,20.0,0,3.0,0,0,0,0
39,No,Travel_Frequently,1246,Sales,1.0,2.0,Marketing,1,1235,2.0,Male,60,1,2,Sales Representative,2.0,Single,6475.0,3883,3.0,Y,No,20,3,2,80,1,18.0,5,3.0,0,0,0,0
18,N,Travel_Rarely,698,Research & Development,4.0,2.0,OTHER,1,868,4.0,Male,69,4,2,Research Director,1.0,Divorced,10126.0,8348,5.0,Y,no,13,3,2,80,1,0.0,3,3.0,0,0,0,0
20,No,Travel_Rarely,287,Research & Development,7.0,4.0,Life Sciences,1,192,4.0,Male,75,1,2,Research Director,1.0,Single,10829.0,14283,2.0,Y,Yes,14,3,2,80,2,0.0,6,3.0,0,0,0,0
51,No,Travel_Rarely,620,Sales,4.0,4.0,Marketing,1,994,1.0,Male,67,2,2,MANAGER,4.0,Single,9553.0,13327,4.0,Y,Yes,14,3,1,80,0,24.0,6,3.0,2,1,0,2
35,No,Travel_Rarely,762,Sales,7.0,3.0,OTHER,1,996,2.0,,35,4,1,Sales Representative,1.0,Married,8617.0,5037,2.0,Y,Yes,19,3,4,80,1,10.0,3,4.0,0,0,0,0
52,No,Travel_Rarely,261,Research & Development,17.0,2.0,  Medical  ,1,233,4.0,Female,99,4,1,Manufacturing Director,2.0,DIVORCED,7795.0,23167,4.0,Y,No,15,3,4,80,0,34.0,1,3.0,1,1,1,0
48,No,Travel_Frequently,378,Research & Development,13.0,2.0,Medical,1,998,2.0,Male,62,2,4,Manager,2.0,MARRIED,8616.0,8451,3.0,Y,No,12,3,1,80,1,29.0,5,3.0,17,3,0,0
31,No,TRAVEL_RARELY,595,Research & Development,4.0,2.0,Technical Degree,1,665,1.0,Male,45,3,1,Healthcare Representative,4.0,Single,8765.0,22401,1.0,Y,No,11,4,2,80,0,6.0,4,4.0,2,0,0,0
33,Yes,Travel_Rarely,1147,Research & Development,7.0,3.0,Other,1,410,2.0,Male,79,1,1,Manager,4.0,Married,7112.0,12472,2.0,Y,Yes,15,3,1,80,0,11.0,4,4.0,4,2,4,2
43,No,Travel_Rarely,1403,Research & Development,1.0,2.0,Medical,1,399,4.0,Male,93,2,1,Research Scientist,2.0,  Married  ,7415.0,21768,1.0,Y,no,18,3,1,80,2,21.0,3,3.0,4,1,0,2
51,Yes,Travel_Rarely,835,Research & Development,13.0,3.0,other,1,973,3.0,Female,65,1,2,Research Scientist,3.0,Married,13278.0,9534,1.0,Y,No,11,3,4,80,0,27.0,3,3.0,3,3,3,0
20,Yes,Travel_Rarely,1011,Research & Development,4.0,1.0,LIFE SCIENCES,1,1375,4.0,Female,99,2,1,research director,3.0,Single,6364.0,6708,5.0,Y,No,15,3,4,80,1,0.0,2,3.0,0,0,0,0
36,No,Travel_Rarely,902,Research & Development,16.0,2.0,  Medical  ,1,1124,4.0,Male,31,4,1,Manager,1.0,Divorced,7056.0,11538,1.0,Y,No,12,3,4,80,1,10.0,5,3.0,0,0,0,0
38,N,Travel_Rarely,1061,Research & Development,23.0,2.0,LIFE SCIENCES,1,726,4.0,Female,62,3,1,Laboratory Technician,1.0,single,8041.0,10127,2.0,Y,No,18,3,1,80,1,13.0,4,2.0,0,0,0,0
32,No,Travel_Frequently,351,Research & Development,5.0,3.0,Other,1,164,3.0,Male,48,1,2,Manager,3.0,DIVORCED,10377.0,24498,1.0,Y,no,11,3,2,80,0,12.0,6,4.0,5,1,1,0
41,No,Travel_Frequently,612,Research & Development,1.0,3.0,MEDICAL,1,1236,1.0,Male,60,4,1,Research Scientist,2.0,Married,5225.0,12786,1.0,Y,No,11,3,2,80,0,20.0,4,3.0,1,1,1,1
35,No,Travel_Frequently,407,Research & Development,24.0,1.0,Technical Degree,1,1322,4.0,Male,69,2,2,manufacturing director,1.0,Married,8005.0,7101,2.0,Y,Yes,17,3,3,80,0,14.0,4,2.0,4,1,1,0
27,No,Non-Travel,1322,Research & Development,1.0,3.0,Life Sciences,1,562,4.0,Female,50,3,1,Manager,4.0,Divorced,8671.0,18079,3.0,Y,No,15,4,3,80,2,5.0,6,4.0,1,0,0,1
27,Yes,Travel_Rarely,521,Research & Development,15.0,2.0,Technical Degree,1,1126,4.0,Male,35,2,1,  Healthcare Representative  ,4.0,Married,8093.0,14333,2.0,Y,Yes,16,3,3,80,1,0.0,1,3.0,0,0,0,0
28,No,Travel_Rarely,116,Sales,3.0,,MARKETING,1,570,2.0,Female,55,2,3,Sales Representative,3.0,Married,12748.0,26307,1.0,Y,no,12,3,1,80,1,6.0,2,2.0,6,0,1,6
31,No,Travel_Rarely,663,Research & Development,12.0,1.0,LIFE SCIENCES,1,171,4.0,Male,88,2,3,research scientist,1.0,Divorced,12333.0,9446,2.0,Y,No,17,3,3,80,1,12.0,5,3.0,12,0,6,1
39,No,TRAVEL_RARELY,866,SALES,7.0,3.0,LIFE SCIENCES,1,613,4.0,Male,42,4,4,Sales Executive,3.0,married,12079.0,22232,3.0,Y,Yes,11,3,2,80,3,19.0,0,4.0,15,4,0,1
38,No,travel_rarely,1040,Sales,9.0,2.0,Other,1,184,4.0,Male,61,3,1,SALES REPRESENTATIVE,2.0,Single,10170.0,5142,0.0,Y,No,14,3,2,80,1,,5,3.0,0,0,0,0
29,no,TRAVEL_RARELY,1097,Research & Development,19.0,4.0,  Technical Degree  ,1,915,3.0,Male,55,4,2,Manager,4.0,married,9661.0,26990,2.0,Y,No,16,3,3,80,0,4.0,3,1.0,0,0,0,0
27,No,Travel_Rarely,308,Sales,17.0,2.0,Technical Degree,1,1217,2.0,Male,76,4,3,Sales Representative,4.0,divorced,11381.0,25814,3.0,Y,No,18,3,3,80,0,8.0,0,3.0,5,5,0,0
49,No,Travel_Rarely,294,research & development,1.0,2.0,Technical Degree,1,598,1.0,Female,95,2,1,Healthcare Representative,4.0,Married,5673.0,3967,4.0,Y,No,15,3,4,80,2,32.0,3,3.0,0,0,0,0
49,No,Travel_Rarely,1153,  Research & Development  ,25.0,3.0,MEDICAL,1,1148,2.0,Female,82,4,1,Healthcare Representative,4.0,Single,,26499,1.0,Y,No,11,3,2,80,0,28.0,2,4.0,0,0,0,0
41,No,Travel_Rarely,530,  Research & Development  ,1.0,3.0,Medical,1,1007,4.0,Male,72,3,2,Healthcare Representative,3.0,Married,11988.0,10369,1.0,Y,No,18,4,1,80,0,15.0,3,3.0,6,3,1,2
47,No,Travel_Rarely,307,Sales,3.0,4.0,Other,1,431,1.0,Male,49,1,2,MANAGER,2.0,Married,9962.0,5608,3.0,Y,No,14,3,4,80,0,25.0,4,4.0,2,1,1,2
41,No,Travel_Frequently,345,Research & Development,,3.0,Other,1,678,3.0,Male,89,4,2,Research Scientist,2.0,Divorced,8737.0,19480,5.0,Y,No,16,3,2,80,1,21.0,5,2.0,0,0,0,0
